,Province,StationId,Station Name,Longitude (x),Latitude (y),Elevation (m)
891,BRITISH COLUMBIA,837,RICHMOND NATURE PARK,-123.09,49.17,3.0
892,BRITISH COLUMBIA,834,PORT MOODY GLENAYRE,-122.88,49.28,129.5
893,BRITISH COLUMBIA,844,POINT ATKINSON,-123.26,49.33,14.0
894,BRITISH COLUMBIA,6830,PITT MEADOWS CS,-122.69,49.21,5.0
895,BRITISH COLUMBIA,823,N VANC GROUSE MTN RESORT,-123.08,49.38,1103.0
896,BRITISH COLUMBIA,810,MISSION WEST ABBEY,-122.27,49.15,197.0
897,BRITISH COLUMBIA,776,HANEY UBC RF ADMIN,-122.57,49.26,147.0
898,BRITISH COLUMBIA,43723,FORT LANGLEY TELEGRAPH TRAIL,-122.55,49.14,76.0
899,BRITISH COLUMBIA,766,DELTA TSAWWASSEN BEACH,-123.09,49.01,2.4
900,BRITISH COLUMBIA,49088,DELTA BURNS BOG,-123.0,49.13,3.11
901,BRITISH COLUMBIA,50368,CULTUS LAKE,-121.98,49.08,45.7
902,BRITISH COLUMBIA,747,CLOVERDALE EAST,-122.7,49.11,50.0
903,BRITISH COLUMBIA,43500,CALLAGHAN VALLEY,-123.11,50.14,884.0
904,BRITISH COLUMBIA,43443,WHISTLER - NESTERS,-122.95,50.13,659.0
905,BRITISH COLUMBIA,706,AGASSIZ RCS,-121.76,49.24,19.3
906,BRITISH COLUMBIA,50308,ABBOTSFORD A,-122.36,49.03,59.1
907,BRITISH COLUMBIA,50820,WILLIAMS LAKE A,-122.05,52.18,939.7
908,BRITISH COLUMBIA,650,SPOKIN LAKE 4E,-121.69,52.18,1033.0
909,BRITISH COLUMBIA,48108,QUESNEL AIRPORT AUTO,-122.51,53.03,545.3
910,BRITISH COLUMBIA,48688,QUESNEL,-122.51,53.03,545.0
911,BRITISH COLUMBIA,50169,PRINCE GEORGE MASSEY AUTO,-122.79,53.9,601.0
912,BRITISH COLUMBIA,48248,PRINCE GEORGE AIRPORT AUTO,-122.67,53.89,680.0
913,BRITISH COLUMBIA,48370,PRINCE GEORGE,-122.68,53.88,691.0
914,BRITISH COLUMBIA,51538,FORT ST JAMES AUTO,-124.29,54.46,688.0
915,BRITISH COLUMBIA,574,BURNS LAKE DECKER LAKE,-125.96,54.38,713.2
916,BRITISH COLUMBIA,568,BARKERVILLE,-121.51,53.07,1283.0
917,BRITISH COLUMBIA,30494,TATLAYOKO LAKE RCS,-124.4,51.67,875.0
918,BRITISH COLUMBIA,8092,PUNTZI MOUNTAIN (AUT),-124.14,52.11,909.8
919,BRITISH COLUMBIA,536,PEMBERTON AIRPORT CS,-122.73,50.31,204.31
920,BRITISH COLUMBIA,43963,OOTSA LAKESKINS LAKE CLIMATE,-126.0,53.77,861.0
921,BRITISH COLUMBIA,450,SUSKWA VALLEY,-127.17,55.29,534.0
922,BRITISH COLUMBIA,51658,SMITHERS AIRPORT AUTO,-127.19,54.82,517.6
923,BRITISH COLUMBIA,48628,SMITHERS,-127.18,54.83,523.0
924,BRITISH COLUMBIA,470,HOUSTON,-126.67,54.4,610.0
925,BRITISH COLUMBIA,446,TRIPLE ISLAND,-130.88,54.29,20.7
926,BRITISH COLUMBIA,51037,TERRACE A,-128.58,54.47,217.3
927,BRITISH COLUMBIA,442,TERRACE PCC,-128.62,54.5,67.0
928,BRITISH COLUMBIA,48693,PRINCE RUPERT,-130.44,54.29,35.4
929,BRITISH COLUMBIA,409,MCINNES ISLAND,-128.72,52.26,25.9
930,BRITISH COLUMBIA,54978,KITIMAT FOREST AVE,-128.63,54.05,98.0
931,BRITISH COLUMBIA,396,KEMANO,-127.94,53.56,66.0
932,BRITISH COLUMBIA,395,IVORY ISLAND,-128.41,52.27,9.8
933,BRITISH COLUMBIA,6823,HOLLAND ROCK,-130.36,54.17,5.5
934,BRITISH COLUMBIA,8259,HERBERT ISLAND (AUT),-127.63,50.94,13.5
935,BRITISH COLUMBIA,393,GREEN ISLAND,-130.71,54.57,11.9
936,BRITISH COLUMBIA,389,EGG ISLAND,-127.84,51.25,14.0
937,BRITISH COLUMBIA,387,DRYAD POINT,-128.11,52.19,3.5
938,BRITISH COLUMBIA,6822,CUMSHEWA ISLAND,-131.6,53.03,12.57
939,BRITISH COLUMBIA,8264,CATHEDRAL POINT (AUT),-127.47,52.19,26.4
940,BRITISH COLUMBIA,384,BONILLA ISLAND,-130.64,53.49,16.2
941,BRITISH COLUMBIA,383,BOAT BLUFF,-128.52,52.64,10.7
942,BRITISH COLUMBIA,54338,BELLA COOLA AIRPORT,-126.59,52.39,36.89
943,BRITISH COLUMBIA,49388,BELLA BELLA,-128.16,52.19,43.0
944,BRITISH COLUMBIA,374,ADDENBROKE ISLAND,-127.86,51.6,21.3
945,BRITISH COLUMBIA,48648,SANDSPIT,-131.81,53.25,6.4
946,BRITISH COLUMBIA,50108,SANDSPIT AIRPORT AUTO,-131.81,53.25,6.5
947,BRITISH COLUMBIA,8064,ROSE SPIT (AUT),-131.66,54.16,6.6
948,BRITISH COLUMBIA,6819,LANGARA ISLAND RCS,-133.06,54.26,46.9
949,BRITISH COLUMBIA,358,LANGARA,-133.06,54.26,42.69
950,BRITISH COLUMBIA,348,WHISTLER,-122.95,50.13,657.8
951,BRITISH COLUMBIA,336,SQUAMISH AIRPORT,-123.16,49.78,53.7
952,BRITISH COLUMBIA,45788,SECHELT AUT,-123.72,49.46,86.2
953,BRITISH COLUMBIA,45807,POWELL RIVER,-124.5,49.83,125.0
954,BRITISH COLUMBIA,327,POWELL RIVER A,-124.5,49.83,129.51
955,BRITISH COLUMBIA,45267,PORT MELLON,-123.5,49.53,125.1
956,BRITISH COLUMBIA,6817,HOWE SOUND - PAM ROCKS,-123.3,49.49,7.14
957,BRITISH COLUMBIA,320,MERRY ISLAND LIGHTSTATION,-123.91,49.47,7.2
958,BRITISH COLUMBIA,309,GIBSONS GOWER POINT,-123.54,49.39,34.0
959,BRITISH COLUMBIA,48888,ZEBALLOS MURAUDE CREEK,-126.78,50.05,103.0
960,BRITISH COLUMBIA,283,UCLUELET KENNEDY CAMP,-125.53,48.95,40.0
961,BRITISH COLUMBIA,277,TOFINO A,-125.77,49.08,24.45
962,BRITISH COLUMBIA,8260,SOLANDER ISLAND (AUT),-127.94,50.11,94.2
963,BRITISH COLUMBIA,8261,SARTINE ISLAND (AUT),-128.91,50.82,103.45
964,BRITISH COLUMBIA,8045,PORT ALBERNI (AUT),-124.93,49.32,76.2
965,BRITISH COLUMBIA,272,QUATSINO LIGHTSTATION,-128.03,50.44,21.0
966,BRITISH COLUMBIA,271,QUATSINO,-127.65,50.53,3.42
967,BRITISH COLUMBIA,262,PACHENA POINT,-125.1,48.72,37.0
968,BRITISH COLUMBIA,261,NOOTKA LIGHTSTATION,-126.62,49.6,15.8
969,BRITISH COLUMBIA,260,NITINAT RIVER HATCHERY,-124.66,48.86,14.9
970,BRITISH COLUMBIA,257,LENNARD ISLAND,-125.92,49.11,10.6
971,BRITISH COLUMBIA,8040,ESTEVAN POINT CS,-126.54,49.38,5.8
972,BRITISH COLUMBIA,244,ESTEVAN POINT,-126.54,49.38,5.8
973,BRITISH COLUMBIA,235,CAPE BEALE LIGHT,-125.22,48.79,25.9
974,BRITISH COLUMBIA,225,ALBERNI ROBERTSON CREEK,-124.98,49.34,73.75
975,BRITISH COLUMBIA,132,ENTRANCE ISLAND,-123.81,49.21,7.0
976,BRITISH COLUMBIA,209,QUINSAM RIVER HATCHERY,-125.3,50.02,45.7
977,BRITISH COLUMBIA,208,QUALICUM R FISH RESEARCH,-124.62,49.39,7.6
978,BRITISH COLUMBIA,45627,QUALICUM BEACH AIRPORT,-124.39,49.34,58.2
979,BRITISH COLUMBIA,51319,PORT HARDY A,-127.37,50.68,21.6
980,BRITISH COLUMBIA,29733,FANNY ISLAND,-125.99,50.45,5.2
981,BRITISH COLUMBIA,29411,ENTRANCE ISLAND,-123.81,49.21,7.6
982,BRITISH COLUMBIA,155,COMOX A,-124.9,49.72,25.6
983,BRITISH COLUMBIA,153,CHATHAM POINT,-125.45,50.33,22.9
984,BRITISH COLUMBIA,152,CAPE MUDGE,-125.2,50.0,4.6
985,BRITISH COLUMBIA,145,CAMPBELL RIVER A,-125.27,49.95,108.8
986,BRITISH COLUMBIA,138,BALLENAS ISLAND,-124.16,49.35,14.51
987,BRITISH COLUMBIA,51337,VICTORIA INTL A,-123.43,48.65,19.5
988,BRITISH COLUMBIA,114,VICTORIA GONZALES CS,-123.32,48.41,61.04
989,BRITISH COLUMBIA,6812,VICTORIA UNIVERSITY CS,-123.3,48.46,60.1
990,BRITISH COLUMBIA,6811,SHERINGHAM POINT,-123.92,48.38,6.9
991,BRITISH COLUMBIA,97,SHAWNIGAN LAKE,-123.63,48.65,159.0
992,BRITISH COLUMBIA,96,SATURNA ISLAND CS,-123.04,48.78,24.4
993,BRITISH COLUMBIA,6810,SATURNA CAPMON CS,-123.13,48.78,178.0
994,BRITISH COLUMBIA,54641,SAANICHTON CFIA,-123.42,48.62,61.0
995,BRITISH COLUMBIA,77,NORTH PENDER ISLAND,-123.29,48.76,98.0
996,BRITISH COLUMBIA,46728,NORTH COWICHAN,-123.72,48.82,44.8
997,BRITISH COLUMBIA,65,MALAHAT,-123.53,48.57,365.8
998,BRITISH COLUMBIA,52,ESQUIMALT HARBOUR,-123.44,48.43,3.0
999,BRITISH COLUMBIA,26,CHEMAINUS,-123.74,48.94,75.0
